,Wavelength,Sum,K I (2.0e-02),K II (9.8e-01),K III (6.0e-09)
1161,315.6,0.0003335,0,0.0003335,0
1162,315.65,0.0003632,0,0.0003632,0
1163,315.7,0.0003762,0,0.0003762,0
1164,315.75,0.00037060000000000006,0,0.00037060000000000006,0
1165,315.8,0.0003472,0,0.0003472,0
1166,315.85,0.0003093,0,0.0003093,0
1167,315.9,0.00026210000000000003,0,0.00026210000000000003,0
1168,315.95,0.00021129999999999999,0,0.00021129999999999999,0
1169,316.0,0.000162,0,0.000162,0
1170,316.05,0.00011810000000000001,0,0.00011810000000000001,0
1171,316.1,8.187e-05,0,8.187e-05,0
1172,316.15,5.4e-05,0,5.4e-05,0
1173,316.2,3.39e-05,0,3.39e-05,0
1174,316.25,2.029e-05,0,2.029e-05,0
1175,316.3,1.169e-05,0,1.169e-05,0
1176,316.35,6.736e-06,0,6.736e-06,0
1177,316.4,4.404e-06,0,4.404e-06,0
1178,316.45,4.1560000000000005e-06,0,4.1560000000000005e-06,0
1179,316.5,5.974e-06,0,5.974e-06,0
1180,316.55,1.04e-05,0,1.04e-05,0
1181,316.6,1.852e-05,0,1.852e-05,0
1182,316.65,3.198e-05,0,3.198e-05,0
1183,316.7,5.276e-05,0,5.276e-05,0
1184,316.75,8.291e-05,0,8.291e-05,0
1185,316.8,0.000124,0,0.000124,0
1186,316.85,0.00017649999999999998,0,0.00017649999999999998,0
1187,316.9,0.000239,0,0.000239,0
1188,316.95,0.00030789999999999995,0,0.00030789999999999995,0
1189,317.0,0.0003775,0,0.0003775,0
1190,317.05,0.00044039999999999997,0,0.00044039999999999997,0
1191,317.1,0.0004888,0,0.0004888,0
1192,317.15,0.0005162999999999999,0,0.0005162999999999999,0
1193,317.2,0.0005187999999999999,0,0.0005187999999999999,0
1194,317.25,0.0004961000000000001,0,0.0004961000000000001,0
1195,317.3,0.0004513999999999999,0,0.0004513999999999999,0
1196,317.35,0.0003908,0,0.0003908,0
1197,317.4,0.000322,0,0.000322,0
1198,317.45,0.0002524,0,0.0002524,0
1199,317.5,0.0001882,0,0.0001882,0
1200,317.55,0.0001336,0,0.0001336,0
1201,317.6,9.021e-05,0,9.021e-05,0
1202,317.65,5.796e-05,0,5.796e-05,0
1203,317.7,3.544e-05,0,3.544e-05,0
1204,317.75,2.062e-05,0,2.062e-05,0
1205,317.8,1.142e-05,0,1.142e-05,0
1206,317.85,6.027e-06,0,6.027e-06,0
1207,317.9,3.062e-06,0,3.062e-06,0
1208,317.95,1.581e-06,0,1.581e-06,0
1209,318.0,1.047e-06,0,1.047e-06,0
1210,318.05,1.311e-06,0,1.311e-06,0
1211,318.1,2.6710000000000003e-06,0,2.6710000000000003e-06,0
1212,318.15,6.082e-06,0,6.082e-06,0
1213,318.2,1.36e-05,0,1.36e-05,0
1214,318.25,2.909e-05,0,2.909e-05,3.93e-30
1215,318.3,5.93e-05,0,5.93e-05,2.545e-29
1216,318.35,0.0001151,0,0.0001151,1.5689999999999999e-28
1217,318.4,0.00021269999999999997,0,0.00021269999999999997,9.215000000000001e-28
1218,318.45,0.00037430000000000005,0,0.00037430000000000005,5.154e-27
1219,318.5,0.000627,0,0.000627,2.7449999999999997e-26
1220,318.55,0.001,0,0.001,1.393e-25
1221,318.6,0.001518,0,0.001518,6.73e-25
1222,318.65,0.002195,0,0.002195,3.097e-24
1223,318.7,0.0030210000000000002,0,0.0030210000000000002,1.357e-23
1224,318.75,0.003958,0,0.003958,5.666e-23
1225,318.8,0.0049380000000000005,0,0.0049380000000000005,2.253e-22
1226,318.85,0.005864,0,0.005864,8.529e-22
1227,318.9,0.00663,0,0.00663,3.076e-21
1228,318.95,0.007137999999999999,0,0.007137999999999999,1.056e-20
1229,319.0,0.007315,0,0.007315,3.455e-20
1230,319.05,0.007137999999999999,0,0.007137999999999999,1.076e-19
1231,319.1,0.00663,0,0.00663,3.194e-19
1232,319.15,0.005864,0,0.005864,9.025e-19
1233,319.2,0.0049380000000000005,0,0.0049380000000000005,2.429e-18
1234,319.25,0.003958,0,0.003958,6.225e-18
1235,319.3,0.0030210000000000002,0,0.0030210000000000002,1.52e-17
1236,319.35,0.002195,0,0.002195,3.533e-17
1237,319.4,0.001518,0,0.001518,7.824e-17
1238,319.45,0.001,0,0.001,1.65e-16
1239,319.5,0.000627,0,0.000627,3.3139999999999997e-16
1240,319.55,0.00037430000000000005,0,0.00037430000000000005,6.338999999999999e-16
1241,319.6,0.00021269999999999997,0,0.00021269999999999997,1.155e-15
1242,319.65,0.0001151,0,0.0001151,2.004e-15
1243,319.7,5.93e-05,0,5.93e-05,3.3119999999999998e-15
1244,319.75,2.908e-05,0,2.908e-05,5.2119999999999995e-15
1245,319.8,1.358e-05,3.132e-15,1.358e-05,7.813e-15
1246,319.85,6.037000000000001e-06,2.1380000000000003e-14,6.037000000000001e-06,1.115e-14
1247,319.9,2.555e-06,1.275e-13,2.555e-06,1.517e-14
1248,319.95,1.03e-06,7.248e-13,1.03e-06,1.9640000000000002e-14
1249,320.0,3.95e-07,3.926e-12,3.949e-07,2.422e-14
1250,320.05,1.443e-07,2.027e-11,1.442e-07,2.845e-14
1251,320.1,5.0259999999999995e-08,9.970999999999998e-11,5.016e-08,3.184e-14
1252,320.15,1.707e-08,4.675e-10,1.66e-08,3.393e-14
1253,320.2,7.321999999999999e-09,2.0880000000000002e-09,5.233e-09,3.4460000000000005e-14
1254,320.25,1.046e-08,8.891e-09,1.57e-09,3.335e-14
1255,320.3,3.652e-08,3.608e-08,4.4860000000000003e-10,3.078e-14
1256,320.35,1.396e-07,1.395e-07,1.2200000000000002e-10,2.715e-14
1257,320.4,5.14e-07,5.14e-07,3.162e-11,2.295e-14
1258,320.45,1.805e-06,1.805e-06,7.91e-12,1.871e-14
1259,320.5,6.04e-06,6.04e-06,2.388e-12,1.49e-14
1260,320.55,1.926e-05,1.926e-05,2.8539999999999994e-12,1.184e-14
1261,320.6,5.855e-05,5.855e-05,1.0269999999999999e-11,9.698000000000001e-15
1262,320.65,0.0001696,0.0001696,4.045e-11,8.465e-15
1263,320.7,0.0004681,0.0004681,1.529e-10,8.018e-15
1264,320.75,0.001232,0.001232,5.511e-10,8.138e-15
1265,320.8,0.003088,0.003088,1.893e-09,8.568e-15
1266,320.85,0.007378,0.007378,6.195e-09,9.051e-15
1267,320.9,0.0168,0.0168,1.932e-08,9.368e-15
1268,320.95,0.036469999999999995,0.036469999999999995,5.744e-08,9.373e-15
1269,321.0,0.07543,0.07543,1.627e-07,8.998e-15
1270,321.05,0.1487,0.1487,4.392e-07,8.258e-15
1271,321.1,0.2794,0.2794,1.13e-06,7.231999999999999e-15
1272,321.15,0.5002,0.5002,2.7689999999999997e-06,6.038e-15
1273,321.2,0.8537,0.8537,6.468999999999999e-06,4.805e-15
1274,321.25,1.389,1.389,1.44e-05,3.643e-15
1275,321.3,2.1519999999999997,2.1519999999999997,3.055e-05,2.631e-15
1276,321.35,3.18,3.18,6.176e-05,1.8100000000000002e-15
1277,321.4,4.478,4.478,0.00011899999999999999,1.187e-15
1278,321.45,6.01,6.01,0.00021840000000000002,7.411000000000001e-16
1279,321.5,7.688,7.688,0.0003821,4.4080000000000003e-16
1280,321.55,9.373,9.373,0.0006371,2.4980000000000004e-16
1281,321.6,10.89,10.89,0.0010119999999999999,1.349e-16
1282,321.65,12.06,12.06,0.001533,6.935e-17
1283,321.7,12.74,12.73,0.002211,3.397e-17
1284,321.75,12.81,12.81,0.003041,1.585e-17
1285,321.8,12.29,12.29,0.0039840000000000006,7.048e-18
1286,321.85,11.24,11.23,0.004975,2.9850000000000003e-18
1287,321.9,9.79,9.783999999999999,0.005919,1.2040000000000001e-18
1288,321.95,8.132,8.125,0.006712,4.6270000000000005e-19
1289,322.0,6.438,6.431,0.007253,1.6940000000000001e-19
1290,322.05,4.859,4.852,0.007469,5.907999999999999e-20
1291,322.1,3.4960000000000004,3.489,0.00733,1.963e-20
1292,322.15,2.398,2.391,0.006855,6.212e-21
1293,322.2,1.568,1.5619999999999998,0.006109000000000001,1.8729999999999997e-21
1294,322.25,0.9781,0.9729,0.005188,5.377999999999999e-22
1295,322.3,0.5817,0.5775,0.0041979999999999995,1.471e-22
1296,322.35,0.33,0.3267,0.0032380000000000004,3.835e-23
1297,322.4,0.1786,0.1762,0.00238,9.521e-24
1298,322.45,0.09225,0.09058,0.001667,2.252e-24
1299,322.5,0.0455,0.04439,0.001112,5.073999999999999e-25
1300,322.55,0.02144,0.020730000000000002,0.0007076000000000001,1.0890000000000001e-25
1301,322.6,0.009658,0.009229000000000001,0.00042889999999999996,2.226e-26
1302,322.65,0.004164,0.003917,0.0002477,4.336999999999999e-27
1303,322.7,0.001721,0.001584,0.0001364,8.0459999999999985e-28
1304,322.75,0.0006824,0.0006109,7.152e-05,1.4219999999999997e-28
1305,322.8,0.00026030000000000004,0.0002245,3.575e-05,2.3949999999999998e-29
1306,322.85,9.569e-05,7.866e-05,1.703e-05,3.841e-30
1307,322.9,3.4e-05,2.627e-05,7.731000000000001e-06,0
1308,322.95,1.171e-05,8.361e-06,3.3439999999999997e-06,0
1309,323.0,3.916e-06,2.537e-06,1.379e-06,0
1310,323.05,1.275e-06,7.338e-07,5.415999999999999e-07,0
1311,323.1,4.051e-07,2.023e-07,2.0280000000000002e-07,0
1312,323.15,1.255e-07,5.316e-08,7.234e-08,0
1313,323.2,3.7910000000000007e-08,1.3319999999999998e-08,2.459e-08,0
1314,323.25,1.115e-08,3.18e-09,7.967999999999999e-09,0
1315,323.3,3.184e-09,7.237e-10,2.4599999999999998e-09,0
1316,323.35,8.807999999999999e-10,1.5699999999999997e-10,7.238e-10,0
1317,323.4,2.3540000000000003e-10,3.247e-11,2.029e-10,0
1318,323.45,6.061999999999999e-11,6.4e-12,5.4219999999999995e-11,1.716e-29
1319,323.5,1.501e-11,1.202e-12,1.381e-11,1.057e-28
1320,323.55,3.565e-12,2.154e-13,3.35e-12,6.2100000000000005e-28
1321,323.6,8.114e-13,3.676e-14,7.746e-13,3.4799999999999996e-27
1322,323.65,1.767e-13,5.982e-15,1.707e-13,1.8609999999999998e-26
1323,323.7,3.645e-14,6.013e-16,3.5839999999999995e-14,9.489000000000001e-26
1324,323.75,7.173e-15,0,7.173e-15,4.616e-25
1325,323.8,1.368e-15,0,1.368e-15,2.1419999999999998e-24
1326,323.85,2.486e-16,0,2.486e-16,9.479e-24
1327,323.9,4.311e-17,0,4.31e-17,4.002000000000001e-23
1328,323.95,7.472999999999999e-18,0,7.472999999999999e-18,1.612e-22
1329,324.0,3.318e-18,0,3.3169999999999998e-18,6.19e-22
1330,324.05,1.25e-17,0,1.25e-17,2.268e-21
1331,324.1,6.779e-17,0,6.778e-17,7.928e-21
1332,324.15,3.506e-16,0,3.506e-16,2.6430000000000004e-20
1333,324.21,2.367e-15,0,2.367e-15,1.0529999999999999e-19
1334,324.26,1.1040000000000001e-14,0,1.1040000000000001e-14,3.166e-19
1335,324.31,4.91e-14,0,4.9089999999999996e-14,9.073999999999999e-19
1336,324.36,2.084e-13,0,2.084e-13,2.4809999999999997e-18
1337,324.41,8.436e-13,0,8.436e-13,6.4699999999999995e-18
1338,324.46,3.258e-12,0,3.258e-12,1.61e-17
1339,324.51,1.201e-11,0,1.201e-11,3.8200000000000003e-17
1340,324.56,4.221e-11,0,4.221e-11,8.646e-17
1341,324.61,1.4159999999999998e-10,0,1.4159999999999998e-10,1.867e-16
1342,324.66,4.5289999999999996e-10,0,4.5289999999999996e-10,3.8450000000000004e-16
1343,324.71,1.382e-09,0,1.382e-09,7.553e-16
1344,324.76,4.0250000000000005e-09,0,4.0250000000000005e-09,1.4150000000000001e-15
1345,324.81,1.1179999999999998e-08,0,1.1179999999999998e-08,2.53e-15
1346,324.86,2.964e-08,0,2.964e-08,4.314e-15
1347,324.91,7.493e-08,0,7.493e-08,7.017e-15
1348,324.96,1.807e-07,0,1.807e-07,1.089e-14
1349,325.01,4.159e-07,0,4.159e-07,1.611e-14
1350,325.06,9.13e-07,0,9.13e-07,2.274e-14
1351,325.11,1.912e-06,0,1.912e-06,3.062e-14
1352,325.16,3.82e-06,0,3.82e-06,3.933e-14
1353,325.21,7.282000000000001e-06,0,7.282000000000001e-06,4.818e-14
1354,325.26,1.324e-05,0,1.324e-05,5.63e-14
1355,325.31,2.297e-05,0,2.297e-05,6.276e-14
1356,325.36,3.802e-05,0,3.802e-05,6.674e-14
1357,325.41,6.003e-05,0,6.003e-05,6.769e-14
1358,325.46,9.042e-05,0,9.042e-05,6.549e-14
1359,325.51,0.0001299,0,0.0001299,6.043999999999999e-14
1360,325.56,0.0001781,0,0.0001781,5.32e-14
1361,325.61,0.000233,0,0.000233,4.467e-14
1362,325.66,0.0002907,0,0.0002907,3.578e-14
1363,325.71,0.000346,0,0.000346,2.7339999999999997e-14
1364,325.76,0.0003929,0,0.0003929,1.992e-14
1365,325.81,0.00042560000000000005,0,0.00042560000000000005,1.385e-14
1366,325.86,0.0004399,0,0.0004399,9.184000000000001e-15
1367,325.91,0.00043369999999999997,0,0.00043369999999999997,5.809e-15
1368,325.96,0.0004079,0,0.0004079,3.5049999999999996e-15
1369,326.01,0.0003661,0,0.0003661,2.0170000000000002e-15
1370,326.06,0.0003134,0,0.0003134,1.107e-15
1371,326.11,0.000256,0,0.000256,5.797999999999999e-16
1372,326.16,0.0001994,0,0.0001994,2.896e-16
1373,326.21,0.0001482,0,0.0001482,1.38e-16
1374,326.26,0.0001051,0,0.0001051,6.271e-17
1375,326.31,7.112e-05,0,7.112e-05,2.7189999999999998e-17
1376,326.36,4.59e-05,0,4.59e-05,1.124e-17
1377,326.41,2.826e-05,0,2.826e-05,4.435e-18
1378,326.46,1.66e-05,0,1.66e-05,1.669e-18
1379,326.51,9.302e-06,0,9.302e-06,6.021000000000001e-19
1380,326.56,4.9730000000000005e-06,0,4.9730000000000005e-06,2.166e-19
1381,326.61,2.536e-06,0,2.536e-06,1.056e-19
1382,326.66,1.234e-06,0,1.234e-06,1.438e-19
1383,326.71,5.728e-07,0,5.728e-07,3.798e-19
1384,326.76,2.537e-07,0,2.537e-07,1.086e-18
1385,326.81,1.0720000000000001e-07,0,1.0720000000000001e-07,3.002e-18
1386,326.86,4.319e-08,0,4.319e-08,7.934e-18
1387,326.91,1.661e-08,0,1.661e-08,2.002e-17
1388,326.96,6.091999999999999e-09,0,6.091999999999999e-09,4.8220000000000004e-17
1389,327.01,2.132e-09,0,2.132e-09,1.109e-16
1390,327.06,7.117000000000001e-10,0,7.117000000000001e-10,2.4330000000000003e-16
1391,327.11,2.267e-10,0,2.267e-10,5.096e-16
1392,327.16,6.887999999999999e-11,0,6.887e-11,1.019e-15
1393,327.21,1.997e-11,0,1.9959999999999998e-11,1.945e-15
1394,327.26,5.525000000000001e-12,0,5.522e-12,3.5450000000000002e-15
1395,327.31,1.467e-12,0,1.4609999999999997e-12,6.165e-15
1396,327.36,3.977e-13,0,3.875e-13,1.024e-14
1397,327.41,2.022e-13,0,1.86e-13,1.622e-14
1398,327.46,4.841e-13,0,4.595e-13,2.4540000000000002e-14
1399,327.51,1.921e-12,0,1.886e-12,3.543e-14
1400,327.56,7.744e-12,0,7.695e-12,4.884e-14
1401,327.61,3.011e-11,0,3.004e-11,6.426000000000001e-14
1402,327.66,1.1209999999999999e-10,0,1.12e-10,8.071e-14
1403,327.71,3.9889999999999994e-10,0,3.988e-10,9.676e-14
1404,327.76,1.356e-09,0,1.356e-09,1.107e-13
1405,327.81,4.401e-09,0,4.401e-09,1.21e-13
1406,327.86,1.3640000000000002e-08,0,1.3640000000000002e-08,1.261e-13
1407,327.91,4.038e-08,0,4.038e-08,1.256e-13
1408,327.96,1.141e-07,0,1.141e-07,1.193e-13
1409,328.01,3.079e-07,0,3.079e-07,1.083e-13
1410,328.06,7.936e-07,0,7.936e-07,9.39e-14
1411,328.11,1.953e-06,0,1.953e-06,7.79e-14
1412,328.16,4.588e-06,0,4.588e-06,6.207000000000001e-14
1413,328.21,1.029e-05,0,1.029e-05,4.7939999999999996e-14
1414,328.26,2.205e-05,0,2.205e-05,3.668e-14
1415,328.31,4.511e-05,0,4.511e-05,2.909e-14
1416,328.36,8.812e-05,0,8.812e-05,2.567e-14
1417,328.41,0.0001644,0,0.0001644,2.67e-14
1418,328.46,0.0002927,0,0.0002927,3.2310000000000003e-14
1419,328.51,0.0004978,0,0.0004978,4.244e-14
1420,328.56,0.0008083999999999999,0,0.0008083999999999999,5.676e-14
1421,328.61,0.001254,0,0.001254,7.454e-14
1422,328.66,0.0018559999999999998,0,0.0018559999999999998,9.454e-14
1423,328.71,0.002624,0,0.002624,1.15e-13
1424,328.76,0.003543,0,0.003543,1.338e-13
1425,328.81,0.004567,0,0.004567,1.487e-13
1426,328.86,0.005622,0,0.005622,1.579e-13
1427,328.91,0.006608,0,0.006608,1.601e-13
1428,328.96,0.007417,0,0.007417,1.55e-13
1429,329.01,0.007949,0,0.007949,1.433e-13
1430,329.06,0.008134,0,0.008134,1.265e-13
1431,329.11,0.007949,0,0.007949,1.066e-13
1432,329.16,0.007417,0,0.007417,8.578999999999999e-14
1433,329.21,0.006608,0,0.006608,6.592e-14
1434,329.26,0.005622,0,0.005622,4.836e-14
1435,329.31,0.004568,0,0.004568,3.388e-14
1436,329.36,0.003544,0,0.003544,2.2659999999999998e-14
1437,329.41,0.002628,0,0.002628,1.4480000000000002e-14
1438,329.46,0.0018620000000000002,0,0.0018620000000000002,8.828e-15
1439,329.51,0.001265,0,0.001265,5.14e-15
1440,329.56,0.0008288999999999999,0,0.0008288999999999999,2.858e-15
1441,329.61,0.0005322,0,0.0005322,1.517e-15
1442,329.66,0.00034789999999999995,0,0.00034789999999999995,7.691e-16
1443,329.71,0.0002489,0,0.0002489,3.7230000000000005e-16
1444,329.76,0.00021190000000000003,0,0.00021190000000000003,1.72e-16
1445,329.81,0.00021810000000000002,0,0.00021810000000000002,7.591e-17
1446,329.86,0.00025299999999999997,0,0.00025299999999999997,3.1990000000000003e-17
1447,329.91,0.0003048,0,0.0003048,1.2870000000000002e-17
1448,329.96,0.0003633,0,0.0003633,4.943e-18
1449,330.01,0.00041930000000000005,0,0.00041930000000000005,1.813e-18
1450,330.06,0.00046449999999999996,0,0.00046449999999999996,6.35e-19
1451,330.11,0.0004925,0,0.0004925,2.123e-19
1452,330.16,0.0004992,0,0.0004992,6.78e-20
1453,330.21,0.00048330000000000004,0,0.00048330000000000004,2.0669999999999998e-20
1454,330.26,0.00044699999999999997,0,0.00044699999999999997,6.017e-21
1455,330.31,0.000395,0,0.000395,1.673e-21
1456,330.36,0.0003333,0,0.0003333,4.439e-22
1457,330.41,0.00026869999999999997,0,0.00026869999999999997,1.125e-22
1458,330.46,0.0002068,0,0.0002068,2.7309999999999996e-23
1459,330.51,0.00015209999999999998,0,0.00015209999999999998,6.749e-24
1460,330.56,0.0001069,0,0.0001069,3.546e-24
1461,330.61,7.169e-05,0,7.169e-05,9.962e-24
1462,330.66,4.594e-05,0,4.594e-05,4.145e-23
1463,330.71,2.812e-05,0,2.812e-05,1.6930000000000002e-22
1464,330.76,1.644e-05,0,1.644e-05,6.6189999999999995e-22
1465,330.81,9.183e-06,0,9.183e-06,2.473e-21
1466,330.86,4.898e-06,0,4.898e-06,8.832e-21
1467,330.91,2.496e-06,0,2.496e-06,3.0139999999999997e-20
1468,330.96,1.215e-06,0,1.215e-06,9.832e-20
1469,331.01,5.646e-07,0,5.646e-07,3.065e-19
1470,331.06,2.507e-07,0,2.507e-07,9.129999999999999e-19
1471,331.11,1.063e-07,0,1.063e-07,2.6e-18
1472,331.16,4.3069999999999995e-08,0,4.3069999999999995e-08,7.074e-18
1473,331.21,1.6659999999999998e-08,0,1.6659999999999998e-08,1.84e-17
1474,331.26,6.159e-09,0,6.159e-09,4.573e-17
1475,331.31,2.174e-09,0,2.174e-09,1.0859999999999998e-16
1476,331.36,7.330000000000001e-10,0,7.330000000000001e-10,2.4659999999999995e-16
1477,331.41,2.361e-10,0,2.361e-10,5.349999999999999e-16
1478,331.46,7.263e-11,0,7.262e-11,1.109e-15
1479,331.51,2.134e-11,0,2.134e-11,2.1980000000000002e-15
1480,331.56,5.993e-12,0,5.989e-12,4.164e-15
1481,331.61,1.613e-12,0,1.605e-12,7.537000000000001e-15
1482,331.66,4.241e-13,0,4.111e-13,1.304e-14
1483,331.71,1.221e-13,0,1.005e-13,2.156e-14
1484,331.76,5.755e-14,0,2.349e-14,3.406e-14
1485,331.81,5.668e-14,0,5.241e-15,5.144e-14
1486,331.86,7.536000000000001e-14,0,1.117e-15,7.424e-14
1487,331.91,1.026e-13,0,2.277e-16,1.024e-13
1488,331.96,1.35e-13,0,4.567e-17,1.35e-13
1489,332.01,1.701e-13,0,1.538e-17,1.701e-13
1490,332.06,2.048e-13,0,3.52e-17,2.048e-13
1491,332.11,2.358e-13,0,1.52e-16,2.357e-13
1492,332.16,2.598e-13,0,6.527e-16,2.592e-13
1493,332.21,2.751e-13,0,2.683e-15,2.724e-13
1494,332.26,2.842e-13,0,1.055e-14,2.737e-13
1495,332.31,3.024e-13,0,3.965e-14,2.627e-13
1496,332.36,3.835e-13,0,1.425e-13,2.411e-13
1497,332.41,7.01e-13,0,4.896e-13,2.114e-13
1498,332.46,1.786e-12,0,1.608e-12,1.772e-13
1499,332.51,5.194000000000001e-12,0,5.051999999999999e-12,1.419e-13
1500,332.56,1.5279999999999998e-11,0,1.5169999999999998e-11,1.086e-13
1501,332.61,4.364e-11,0,4.356e-11,7.946e-14
1502,332.66,1.196e-10,0,1.196e-10,5.5560000000000005e-14
1503,332.71,3.138999999999999e-10,0,3.138999999999999e-10,3.712e-14
1504,332.76,7.877999999999999e-10,0,7.877999999999999e-10,2.371e-14
1505,332.81,1.89e-09,0,1.89e-09,1.4469999999999997e-14
1506,332.86,4.336e-09,0,4.336e-09,8.441e-15
1507,332.91,9.511e-09,0,9.511e-09,4.706e-15
1508,332.96,1.995e-08,0,1.995e-08,2.507e-15
1509,333.01,4e-08,0,4e-08,1.277e-15
1510,333.06,7.667000000000001e-08,0,7.667000000000001e-08,6.213e-16
1511,333.11,1.405e-07,0,1.405e-07,2.8889999999999997e-16
1512,333.16,2.463e-07,0,2.463e-07,1.284e-16
1513,333.21,4.1270000000000004e-07,0,4.1270000000000004e-07,5.456e-17
1514,333.26,6.612e-07,0,6.612e-07,2.215e-17
1515,333.31,1.0129999999999999e-06,0,1.0129999999999999e-06,8.595e-18
1516,333.36,1.483e-06,0,1.483e-06,3.1869999999999997e-18
1517,333.41,2.0769999999999998e-06,0,2.0769999999999998e-06,1.13e-18
1518,333.46,2.78e-06,0,2.78e-06,3.826e-19
1519,333.51,3.5589999999999997e-06,0,3.5589999999999997e-06,1.239e-19
1520,333.56,4.355e-06,0,4.355e-06,3.832e-20
1521,333.61,5.096e-06,0,5.096e-06,1.1330000000000001e-20
1522,333.66,5.701e-06,0,5.701e-06,3.2020000000000003e-21
1523,333.71,6.098e-06,0,6.098e-06,8.647e-22
1524,333.76,6.236e-06,0,6.236e-06,2.232e-22
1525,333.81,6.098e-06,0,6.098e-06,5.506000000000001e-23
1526,333.86,5.701e-06,0,5.701e-06,1.298e-23
1527,333.91,5.096e-06,0,5.096e-06,2.9249999999999996e-24
1528,333.96,4.355e-06,0,4.355e-06,6.3190000000000005e-25
1529,334.01,3.5589999999999997e-06,0,3.5589999999999997e-06,1.403e-25
1530,334.06,2.78e-06,0,2.78e-06,7.870000000000001e-26
1531,334.11,2.0769999999999998e-06,0,2.0769999999999998e-06,2.57e-25
1532,334.16,1.483e-06,0,1.483e-06,1.1440000000000003e-24
1533,334.21,1.0129999999999999e-06,0,1.0129999999999999e-06,4.96e-24
1534,334.26,6.612e-07,0,6.612e-07,2.0579999999999998e-23
1535,334.31,4.128e-07,0,4.128e-07,8.170000000000001e-23
1536,334.36,2.467e-07,0,2.467e-07,3.102e-22
1537,334.41,1.417e-07,0,1.417e-07,1.127e-21
1538,334.46,8.011000000000001e-08,0,8.011000000000001e-08,3.917e-21
1539,334.51,4.965e-08,0,4.965e-08,1.302e-20
1540,334.56,4.592e-08,0,4.592e-08,4.1409999999999995e-20
1541,334.61,7.637e-08,0,7.637e-08,1.26e-19
1542,334.66,1.689e-07,0,1.689e-07,3.667e-19
1543,334.71,3.8950000000000004e-07,0,3.8950000000000004e-07,1.0209999999999998e-18
1544,334.76,8.740999999999999e-07,0,8.740999999999999e-07,2.7199999999999998e-18
1545,334.81,1.882e-06,0,1.882e-06,6.9309999999999996e-18
1546,334.86,3.88e-06,0,3.88e-06,1.69e-17
1547,334.91,7.65e-06,0,7.65e-06,3.94e-17
1548,334.96,1.443e-05,0,1.443e-05,8.789e-17
1549,335.01,2.604e-05,0,2.604e-05,1.8759999999999998e-16
1550,335.06,4.495e-05,0,4.495e-05,3.8289999999999997e-16
1551,335.11,7.422e-05,0,7.422e-05,7.479e-16
1552,335.16,0.00011719999999999999,0,0.00011719999999999999,1.397e-15
1553,335.21,0.0001771,0,0.0001771,2.498e-15
1554,335.26,0.000256,0,0.000256,4.27e-15
1555,335.31,0.000354,0,0.000354,6.986e-15
1556,335.36,0.00046819999999999994,0,0.00046819999999999994,1.0929999999999999e-14
1557,335.41,0.0005924,0,0.0005924,1.6369999999999997e-14
1558,335.46,0.0007168999999999999,0,0.0007168999999999999,2.344e-14
1559,335.51,0.0008300000000000001,0,0.0008300000000000001,3.2130000000000004e-14
1560,335.56,0.0009192,0,0.0009192,4.213e-14
1561,335.61,0.0009737999999999999,0,0.0009737999999999999,5.2889999999999996e-14
1562,335.66,0.0009868000000000001,0,0.0009868000000000001,6.356e-14
1563,335.71,0.0009566,0,0.0009566,7.317e-14
1564,335.76,0.0008871,0,0.0008871,8.077e-14
1565,335.81,0.0007869,0,0.0007869,8.562e-14
1566,335.86,0.0006678,0,0.0006678,8.737999999999999e-14
1567,335.91,0.000542,0,0.000542,8.62e-14
1568,335.96,0.0004209,0,0.0004209,8.27e-14
1569,336.01,0.0003126,0,0.0003126,7.786000000000001e-14
1570,336.06,0.0002221,0,0.0002221,7.277e-14
1571,336.11,0.000151,0,0.000151,6.844e-14
1572,336.16,9.817e-05,0,9.817e-05,6.55e-14
1573,336.21,6.106e-05,0,6.106e-05,6.416e-14
1574,336.26,3.633e-05,0,3.633e-05,6.411e-14
1575,336.31,2.067e-05,0,2.067e-05,6.471e-14
1576,336.36,1.126e-05,0,1.126e-05,6.512e-14
1577,336.41,5.862000000000001e-06,0,5.862000000000001e-06,6.451000000000001e-14
1578,336.46,2.92e-06,0,2.92e-06,6.231e-14
1579,336.51,1.392e-06,0,1.392e-06,5.827e-14
1580,336.56,6.345e-07,0,6.345e-07,5.2520000000000006e-14
1581,336.61,2.77e-07,0,2.77e-07,4.55e-14
1582,336.66,1.166e-07,0,1.166e-07,3.7810000000000005e-14
1583,336.71,5.013e-08,0,5.013e-08,3.0110000000000004e-14
1584,336.76,3.059e-08,0,3.059e-08,2.297e-14
1585,336.81,4.614e-08,0,4.614e-08,1.6769999999999998e-14
1586,336.86,1.1830000000000001e-07,0,1.1830000000000001e-07,1.172e-14
1587,336.91,3.2509999999999997e-07,0,3.2509999999999997e-07,7.839e-15
1588,336.96,8.683e-07,0,8.683e-07,5.0159999999999995e-15
1589,337.01,2.2240000000000002e-06,0,2.2240000000000002e-06,3.072e-15
1590,337.06,5.4520000000000005e-06,0,5.4520000000000005e-06,1.8e-15
1591,337.11,1.28e-05,0,1.28e-05,1.009e-15
1592,337.16,2.875e-05,0,2.875e-05,5.412000000000001e-16
1593,337.21,6.182e-05,0,6.182e-05,2.778e-16
1594,337.26,0.0001273,0,0.0001273,1.364e-16
1595,337.31,0.0002508,0,0.0002508,6.408e-17
